block_kb,file_size_mb,n_samples,throughput_mb_s,iops,n_threads,aggregate_throughput_mb_s,batch_size,samples_per_second,data_loading_ratio,num_workers,target_throughput,benchmark_type
-0.7734319537428612,-0.6104988110209629,-1.475011831867591,-1.500378288799208,-0.2696120235099603,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,11.017316848001196,io_random
-0.7734319537428612,-0.6104988110209629,-0.06976407312887237,-0.8279798281362076,0.38566414001014576,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,1975.4117636132348,io_random
-0.7734319537428612,-0.6104988110209629,1.686795625294526,-0.8350874538015142,0.9743688990064882,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,1954.6470218664333,io_random
-0.6256624341253227,-0.6104988110209629,-1.475011831867591,-0.28059962096209023,-0.1193408541176584,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,3574.5686655814484,io_random
-0.6256624341253227,-0.6104988110209629,-0.06976407312887237,-0.29055152510470594,0.7319372435885247,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,3545.4944389491952,io_random
-0.6256624341253227,-0.6104988110209629,1.686795625294526,0.3633914263470439,3.4115157946282264,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,5455.97160016464,io_random
-0.034584355655168625,-0.6104988110209629,-1.475011831867591,2.459850587082082,0.34992981232201503,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,11580.721988732304,io_random
-0.034584355655168625,-0.6104988110209629,-0.06976407312887237,2.5870551458112527,2.9616323575609655,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,11952.346766880097,io_random
-0.034584355655168625,-0.6104988110209629,1.686795625294526,2.4265272981171773,6.381958762099415,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,11483.368875035305,io_random
2.3297279582254475,-0.6104988110209629,-1.475011831867591,3.2808998886205,0.4099429838828849,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,13979.395963792003,io_random
2.3297279582254475,-0.6104988110209629,-0.06976407312887237,3.4026622736541783,3.660418194615857,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,14335.121574390816,io_random
2.3297279582254475,-0.6104988110209629,1.686795625294526,3.4830846107664044,7.216173936213668,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,14570.073320507792,io_random
-0.7734319537428612,0.6932201398968992,-1.475011831867591,-1.5037108242274355,-0.33665465645917353,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,1.2814021012554715,io_random
-0.7734319537428612,0.6932201398968992,-0.06976407312887237,-1.1377688375943493,-0.3282135649383178,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,1070.371307023799,io_random
-0.7734319537428612,0.6932201398968992,1.686795625294526,-1.0241651248324264,-0.318979280753926,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,1402.2615708138,io_random
-0.6256624341253227,0.6932201398968992,-1.475011831867591,-0.25332721308509404,-0.33321042515696864,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,3654.244289066164,io_random
-0.6256624341253227,0.6932201398968992,-0.06976407312887237,-0.19870056051346166,-0.31667540757596935,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,3813.834620149433,io_random
-0.6256624341253227,0.6932201398968992,1.686795625294526,-0.30637851905601243,-0.29475723390982567,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,3499.256291710908,io_random
-0.034584355655168625,0.6932201398968992,-1.475011831867591,0.5767705181601908,-0.3312584066583345,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,6079.353013917807,io_random
-0.034584355655168625,0.6932201398968992,-0.06976407312887237,0.6661385671546765,-0.3083357933585563,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,6340.439422399336,io_random
-0.034584355655168625,0.6932201398968992,1.686795625294526,0.569098300413982,-0.2770343959200039,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,6056.938831231896,io_random
2.3297279582254475,0.6932201398968992,-1.475011831867591,1.0463723380864838,-0.33054045323563747,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,7451.282399872182,io_random
2.3297279582254475,0.6932201398968992,-0.06976407312887237,1.057274199380552,-0.3036342652995687,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,7483.131901378114,io_random
2.3297279582254475,0.6932201398968992,1.686795625294526,1.0726779016735313,-0.2709373366690129,-0.0924580967307986,0.0761616561321586,0.0,-0.3417312050790632,-0.2178014773625744,0.0,7528.133413151531,io_random
